target,best_state,best_Rdep,cs_spread,cs_rel_drop,cs_flag,n_slices_ident,Rdep_overall,Rdep_Rest,Rdep_Stim8hr,Rdep_Stim48hr
FCHSD1,Stim8hr,0.0398,0.0385,0.9662,False,3,0.0478,0.0227,0.0398,0.0013
RBBP5,Stim48hr,0.0818,0.0385,0.4705,False,3,0.1618,0.0796,0.0433,0.0818
SARNP,Stim8hr,0.0473,0.0385,0.8122,False,3,0.0578,0.0089,0.0473,0.0312
SMARCD2,Rest,0.0648,0.0385,0.5936,False,3,0.0809,0.0648,0.0413,0.0263
IFT43,Rest,0.0669,0.0384,0.5745,False,3,0.1033,0.0669,0.0285,0.0648
ANKRD13C-DT,Rest,0.1576,0.0384,0.2439,False,3,0.2233,0.1576,0.1208,0.1192
TRAP1,Rest,0.0433,0.0384,0.8876,False,2,NA,0.0433,0.0049,NA
IFIT5,Rest,0.1746,0.0384,0.2201,False,3,0.2485,0.1746,0.1424,0.1362
CIP2A,Rest,0.0403,0.0384,0.9525,False,3,0.0593,0.0403,0.0019,0.026
TRAPPC1,Rest,0.154,0.0384,0.2494,False,3,0.2763,0.154,0.1156,0.1273
GMPR2,Rest,0.0995,0.0384,0.3862,False,3,0.16,0.0995,0.0919,0.0611
RASA4B,Stim8hr,0.0455,0.0384,0.8437,False,2,0.0478,0.0071,0.0455,NA
MICOS10,Stim48hr,0.0871,0.0384,0.4403,False,3,0.1409,0.0488,0.051,0.0871
ARIH1,Stim8hr,0.051,0.0384,0.7522,False,3,0.0453,0.0358,0.051,0.0126
CNIH4,Rest,0.0552,0.0383,0.6949,False,3,0.0776,0.0552,0.0168,0.0183
PTF1A,Rest,0.0603,0.0383,0.6355,False,2,0.0492,0.0603,0.022,NA
PRAP1,Rest,0.0753,0.0383,0.509,False,3,0.1057,0.0753,0.037,0.0405
SERPINI1,Stim48hr,0.0714,0.0383,0.5363,False,3,0.0977,0.0444,0.0331,0.0714
IP6K2,Stim8hr,0.0427,0.0383,0.897,False,3,0.068,0.0055,0.0427,0.0044
CORO1B,Rest,0.098,0.0383,0.3907,False,3,0.1387,0.098,0.0597,0.0647
NSG1,Rest,0.061,0.0383,0.6272,False,2,0.0927,0.061,NA,0.0227
GNG8,Rest,0.087,0.0383,0.4399,False,3,0.1333,0.087,0.0487,0.0623
GTF2A2,Rest,0.0926,0.0382,0.413,False,3,0.151,0.0926,0.0737,0.0543
C8orf33,Rest,0.0702,0.0382,0.5442,False,3,0.1046,0.0702,0.0388,0.032
QSOX1,Rest,0.0826,0.0382,0.4623,False,3,0.106,0.0826,0.0444,0.0509
DENND3,Rest,0.0498,0.0382,0.7663,False,3,0.0372,0.0498,0.0116,0.0213
RPL38,Rest,0.0569,0.0382,0.6712,False,2,0.0523,0.0569,NA,0.0187
SRP14,Stim8hr,0.0551,0.0382,0.6926,False,3,0.0136,0.0304,0.0551,0.0169
ATG10,Rest,0.0504,0.0382,0.7569,False,2,0.061,0.0504,0.0123,NA
PIGQ,Stim8hr,0.0967,0.0382,0.3947,False,3,0.1289,0.0585,0.0967,0.0619
ZIC3,Stim48hr,0.0509,0.0382,0.7504,False,3,0.0669,0.0403,0.0127,0.0509
ZNF221,Rest,0.0436,0.0382,0.8748,False,2,0.0305,0.0436,NA,0.0055
SF3A3,Rest,0.0715,0.0381,0.5337,False,3,0.1106,0.0715,0.0333,0.0349
COQ4,Stim48hr,0.0641,0.0381,0.5949,False,3,0.0846,0.026,0.0339,0.0641
GAA,Stim48hr,0.0509,0.0381,0.7498,False,3,0.0477,0.0127,0.0373,0.0509
P4HB,Rest,0.0505,0.0381,0.7553,False,2,0.0556,0.0505,NA,0.0124
BAD,Rest,0.0555,0.0381,0.6874,False,2,0.0411,0.0555,0.0173,NA
MTOR,Rest,0.1145,0.0381,0.3328,False,3,0.1883,0.1145,0.0802,0.0764
LHPP,Rest,0.0761,0.0381,0.5008,False,3,0.1083,0.0761,0.038,0.0472
TMEM140,Stim48hr,0.0832,0.0381,0.4579,False,3,0.1032,0.0471,0.0451,0.0832
METTL4,Rest,0.0401,0.0381,0.9493,False,3,0.0592,0.0401,0.002,0.014
INPP1,Stim8hr,0.0517,0.0381,0.7373,False,3,0.0723,0.014,0.0517,0.0136
IFNAR2,Rest,0.057,0.0381,0.6683,False,2,0.0429,0.057,0.0189,NA
TARBP2,Rest,0.0437,0.0381,0.871,False,3,0.0592,0.0437,0.0056,0.0345
PAPSS2,Stim8hr,0.0749,0.038,0.5081,False,3,0.1096,0.0615,0.0749,0.0368
SLC30A1,Stim8hr,0.1127,0.038,0.3374,False,3,0.1658,0.0927,0.1127,0.0747
ZNF395,Stim48hr,0.0506,0.038,0.7519,False,2,0.0327,0.0125,NA,0.0506
TERB1,Rest,0.0884,0.038,0.4302,False,3,0.1336,0.0884,0.0503,0.0606
METTL25,Rest,0.0465,0.038,0.8178,False,3,0.0646,0.0465,0.0085,0.0317
HEXD,Stim8hr,0.074,0.038,0.5135,False,2,NA,NA,0.074,0.036
VPS41,Stim48hr,0.0536,0.038,0.7088,False,3,0.0789,0.0156,0.0404,0.0536
FAM13A,Rest,0.0464,0.038,0.8183,False,3,0.0385,0.0464,0.0084,0.0125
ULK1,Rest,0.1264,0.038,0.3003,False,3,0.1891,0.1264,0.1069,0.0885
TPCN2,Stim48hr,0.0948,0.0379,0.4005,False,3,0.1396,0.0709,0.0568,0.0948
VSX2,Stim8hr,0.1348,0.0379,0.2816,False,3,0.1941,0.1184,0.1348,0.0968
INPP4B,Rest,0.0481,0.0379,0.789,False,2,0.063,0.0481,0.0101,NA
ARGLU1,Rest,0.0542,0.0379,0.6995,False,2,NA,0.0542,NA,0.0163
OSMR,Rest,0.0386,0.0379,0.9825,False,2,0.0146,0.0386,0.0007,NA
KIF20A,Stim8hr,0.0867,0.0379,0.4369,False,3,0.1323,0.076,0.0867,0.0488
STAM,Stim8hr,0.0458,0.0379,0.8267,False,2,NA,0.0079,0.0458,NA
ANKRD23,Rest,0.1093,0.0379,0.3464,False,3,0.1673,0.1093,0.095,0.0714
PUS7L,Rest,0.065,0.0378,0.5823,False,3,0.0872,0.065,0.0456,0.0271
SRP9,Stim8hr,0.0637,0.0378,0.5939,False,2,0.0965,0.0259,0.0637,NA
LMO7,Stim8hr,0.0399,0.0378,0.9486,False,3,0.0434,0.0021,0.0399,0.0248
THAP7,Stim48hr,0.0434,0.0378,0.871,False,3,0.0818,0.0419,0.0056,0.0434
EEFSEC,Stim48hr,0.0676,0.0378,0.559,False,3,0.1035,0.0576,0.0298,0.0676
ACOX3,Stim48hr,0.0444,0.0378,0.8504,False,3,0.0783,0.0073,0.0066,0.0444
ELAPOR1,Rest,0.0675,0.0378,0.5599,False,3,0.0619,0.0675,0.0327,0.0297
THRAP3,Rest,0.1193,0.0378,0.3167,False,3,0.1833,0.1193,0.102,0.0815
ZBTB45,Rest,0.0488,0.0378,0.7732,False,3,0.0428,0.0488,0.0111,0.0168
RBM10,Rest,0.1168,0.0377,0.3231,False,3,0.1426,0.1168,0.0866,0.0791
TENT5A,Rest,0.0624,0.0377,0.6038,False,3,0.0958,0.0624,0.0509,0.0247
PIN1,Rest,0.0941,0.0377,0.4008,False,3,0.1928,0.0941,0.0564,0.0822
ZFTRAF1,Stim48hr,0.0653,0.0377,0.5769,False,2,0.0817,NA,0.0277,0.0653
UBE2V2,Rest,0.0434,0.0377,0.8675,False,2,0.0366,0.0434,NA,0.0058
TNK1,Stim48hr,0.0994,0.0377,0.379,False,3,0.1792,0.0617,0.0936,0.0994
GNA12,Rest,0.0485,0.0377,0.7773,False,3,0.0558,0.0485,0.0148,0.0108
ADAT2,Stim48hr,0.069,0.0377,0.5461,False,3,0.0942,0.0313,0.0626,0.069
ITGAV,Rest,0.0542,0.0377,0.6953,False,3,0.0867,0.0542,0.0165,0.0535
R3HDM2,Stim8hr,0.0652,0.0376,0.5772,False,3,0.1338,0.0627,0.0652,0.0276
TBC1D2B,Rest,0.1074,0.0376,0.3505,False,3,0.1506,0.1074,0.0697,0.0746
TFDP1,Stim8hr,0.0404,0.0376,0.9313,False,2,0.042,0.0028,0.0404,NA
C1QTNF6,Rest,0.0465,0.0376,0.8099,False,3,0.0501,0.0465,0.0173,0.0088
G0S2,Stim8hr,0.1001,0.0376,0.3758,False,3,0.1578,0.0974,0.1001,0.0625
RFX6,Rest,0.0439,0.0376,0.8572,False,2,0.0223,0.0439,NA,0.0063
ICAM1,Stim48hr,0.0471,0.0376,0.7981,False,2,0.0073,NA,0.0095,0.0471
SRGAP2C,Stim8hr,0.0714,0.0376,0.5266,False,3,0.1311,0.0338,0.0714,0.0551
ANGPT2,Rest,0.0694,0.0376,0.5416,False,3,0.1042,0.0694,0.0318,0.0546
OSBP,Stim8hr,0.0993,0.0376,0.3787,False,2,0.1577,0.0617,0.0993,NA
ALMS1,Stim48hr,0.0457,0.0376,0.8221,False,3,0.0738,0.0453,0.0081,0.0457
RNF146,Rest,0.0778,0.0376,0.4828,False,3,0.1166,0.0778,0.0587,0.0402
CD68,Stim48hr,0.0377,0.0376,0.9974,False,2,0.0423,0.0001,NA,0.0377
BPNT2,Stim8hr,0.0429,0.0376,0.8748,False,3,0.0487,0.0091,0.0429,0.0054
SGPP2,Stim48hr,0.0736,0.0375,0.5098,False,2,0.0626,NA,0.0361,0.0736
MELK,Rest,0.0895,0.0375,0.4191,False,3,0.1392,0.0895,0.052,0.0718
ZCCHC4,Stim8hr,0.0451,0.0375,0.8311,False,3,0.0695,0.0076,0.0451,0.0315
GSS,Rest,0.0512,0.0375,0.7328,False,3,0.0731,0.0512,0.0328,0.0137
MED1,Stim8hr,0.0378,0.0375,0.9908,False,2,0.0191,NA,0.0378,0.0003
FOXO3,Rest,0.0375,0.0375,0.9992,False,3,0.0213,0.0375,0.0,0.0156
ARFIP1,Rest,0.0866,0.0375,0.4329,False,3,0.1239,0.0866,0.0491,0.0539
WASL,Rest,0.0825,0.0374,0.4536,False,3,0.1152,0.0825,0.0657,0.0451
NBPF19,Rest,0.0503,0.0374,0.7436,False,3,0.0579,0.0503,0.0159,0.0129
ATP5MC3,Rest,0.0506,0.0374,0.7396,False,3,0.0492,0.0506,0.0422,0.0132
TIMM8B,Stim48hr,0.0812,0.0374,0.4604,False,3,0.1188,0.0438,0.0742,0.0812
MRPL43,Stim48hr,0.0639,0.0374,0.5851,False,3,0.0769,0.038,0.0265,0.0639
MTF1,Stim8hr,0.1174,0.0374,0.3182,False,3,0.195,0.1047,0.1174,0.08
ZNF34,Rest,0.1349,0.0374,0.2768,False,3,0.2298,0.1349,0.0976,0.1234
JAKMIP1,Stim48hr,0.073,0.0373,0.5117,False,2,0.0507,NA,0.0356,0.073
NRROS,Rest,0.1192,0.0373,0.3131,False,3,0.1684,0.1192,0.0944,0.0819
SRGAP2,Rest,0.0703,0.0373,0.5305,False,3,0.1047,0.0703,0.033,0.0478
B4GALT7,Rest,0.0543,0.0373,0.6871,False,2,0.0379,0.0543,0.017,NA
ALDH3A2,Rest,0.1214,0.0373,0.3069,False,3,0.1828,0.1214,0.1043,0.0841
ZNF875,Rest,0.0539,0.0372,0.6907,False,3,0.0724,0.0539,0.0363,0.0167
ATP8B2,Rest,0.0619,0.0372,0.6016,False,3,0.0965,0.0619,0.0247,0.0447
GABPB1,Stim8hr,0.1211,0.0372,0.3074,False,3,0.1868,0.0839,0.1211,0.0905
PAGR1,Stim8hr,0.0737,0.0372,0.5046,False,3,0.1196,0.072,0.0737,0.0365
SPATC1L,Rest,0.0693,0.0372,0.5366,False,3,0.0963,0.0693,0.0458,0.0321
MYF5,Rest,0.062,0.0371,0.5987,False,3,0.0873,0.062,0.0456,0.0249
RNF144A,Stim48hr,0.0807,0.0371,0.4602,False,2,0.1324,0.0436,NA,0.0807
E2F3,Rest,0.0532,0.0371,0.6978,False,3,0.069,0.0532,0.0161,0.0337
MRPS34,Stim48hr,0.0479,0.0371,0.7749,False,3,0.0569,0.0108,0.0372,0.0479
GPN2,Stim8hr,0.123,0.0371,0.3014,False,3,0.2166,0.086,0.123,0.0885
COMMD8,Stim48hr,0.0378,0.0371,0.9817,False,3,NA,0.0127,0.0007,0.0378
DHX36,Stim8hr,0.1244,0.0371,0.298,False,3,0.1725,0.0878,0.1244,0.0873
TTL,Rest,0.0662,0.0371,0.5603,False,3,0.0875,0.0662,0.0485,0.0291
TXNDC17,Stim8hr,0.0384,0.0371,0.965,False,3,0.0234,0.0324,0.0384,0.0013
CST7,Rest,0.0537,0.0371,0.6897,False,3,0.0743,0.0537,0.0303,0.0167
GALC,Rest,0.1255,0.0371,0.2954,False,3,0.1948,0.1255,0.0884,0.1101
ATG2B,Rest,0.0575,0.037,0.6439,False,3,0.0637,0.0575,0.0205,0.0277
FMNL3,Stim8hr,0.0651,0.037,0.569,False,3,0.1073,0.028,0.0651,0.0411
CEP43,Stim48hr,0.0681,0.037,0.544,False,3,0.0922,0.031,0.0425,0.0681
SNTB2,Stim48hr,0.0447,0.037,0.8291,False,3,0.0613,0.0076,0.04,0.0447
TXN,Stim8hr,0.0807,0.037,0.4585,False,2,0.1248,NA,0.0807,0.0437
RNFT2,Stim48hr,0.0711,0.037,0.5196,False,3,0.0895,0.0342,0.0598,0.0711
TMEM117,Rest,0.0377,0.037,0.9792,False,2,0.0319,0.0377,0.0008,NA
TMEM259,Stim8hr,0.0952,0.037,0.3882,False,3,0.1583,0.0832,0.0952,0.0583
PGLYRP1,Rest,0.0528,0.0369,0.6998,False,3,0.0656,0.0528,0.0158,0.0281
CPEB3,Rest,0.1346,0.0369,0.2742,False,3,0.1985,0.1346,0.0977,0.1045
DLGAP4,Stim48hr,0.0753,0.0369,0.4898,False,2,0.0707,0.0384,NA,0.0753
VPS26C,Rest,0.068,0.0369,0.5421,False,3,0.1037,0.068,0.0508,0.0312
GTF2F2,Stim8hr,0.097,0.0369,0.3802,False,2,0.1503,NA,0.097,0.0601
ANAPC10,Stim8hr,0.0518,0.0369,0.7116,False,3,0.0905,0.0206,0.0518,0.0149
TRIM35,Rest,0.0417,0.0369,0.8844,False,3,0.055,0.0417,0.0048,0.0291
RMDN1,Stim8hr,0.0599,0.0369,0.6157,False,3,0.0853,0.0445,0.0599,0.023
VBP1,Stim8hr,0.0382,0.0368,0.9651,False,3,0.0573,0.0199,0.0382,0.0013
P2RY10,Rest,0.0693,0.0368,0.5312,False,2,0.0145,0.0693,0.0325,NA
ZNF761,Rest,0.0901,0.0368,0.4085,False,3,0.124,0.0901,0.0533,0.0556
ABCC3,Rest,0.0433,0.0368,0.8503,False,2,NA,0.0433,0.0065,NA
FIBP,Stim48hr,0.1105,0.0368,0.3328,False,3,0.1606,0.0933,0.0737,0.1105
PIGC,Stim48hr,0.0372,0.0368,0.9887,False,3,0.048,0.0247,0.0004,0.0372
GIN1,Stim48hr,0.0677,0.0368,0.5428,False,3,0.105,0.0579,0.031,0.0677
C10orf88,Stim8hr,0.0552,0.0367,0.6662,False,3,0.0741,0.0184,0.0552,0.0532
DNPEP,Rest,0.1036,0.0367,0.3548,False,3,0.1631,0.1036,0.097,0.0668
IRF4,Stim48hr,0.0602,0.0367,0.6105,False,2,0.0409,0.0234,NA,0.0602
NPC1,Rest,0.0378,0.0367,0.9718,False,2,0.0904,0.0378,0.0011,NA
SLC39A14,Rest,0.0447,0.0367,0.8217,False,3,0.0557,0.0447,0.0204,0.008
GHDC,Rest,0.0478,0.0367,0.7684,False,2,0.0556,0.0478,0.0111,NA
CILK1,Stim8hr,0.0369,0.0367,0.9949,False,3,0.0361,0.0002,0.0369,0.0134
ZIC2,Stim8hr,0.0514,0.0367,0.7142,False,2,0.1095,0.0147,0.0514,NA
H3C12,Rest,0.0538,0.0367,0.6819,False,3,0.064,0.0538,0.0171,0.0234
CPNE3,Stim8hr,0.0758,0.0366,0.4833,False,3,0.1074,0.054,0.0758,0.0392
FERMT2,Rest,0.0642,0.0366,0.5708,False,3,0.0952,0.0642,0.0276,0.0429
RMND5A,Stim8hr,0.056,0.0366,0.655,False,2,NA,0.0193,0.056,NA
NAIP,Rest,0.1093,0.0366,0.3351,False,3,0.1589,0.1093,0.0727,0.0953
FASTKD5,Rest,0.1034,0.0366,0.3542,False,3,0.141,0.1034,0.0753,0.0668
ZNF880,Rest,0.065,0.0366,0.5637,False,2,0.0617,0.065,NA,0.0283
DNAAF10,Rest,0.0627,0.0366,0.5839,False,3,0.1217,0.0627,0.0261,0.0546
SP3,Stim48hr,0.0542,0.0366,0.6749,False,2,NA,NA,0.0176,0.0542
CMTM2,Rest,0.1504,0.0365,0.243,False,3,0.2113,0.1504,0.1139,0.1261
TBC1D13,Stim8hr,0.0606,0.0365,0.603,False,3,0.1387,0.024,0.0606,0.044
FBXO43,Rest,0.0863,0.0365,0.423,False,3,0.1332,0.0863,0.0674,0.0498
KPNA2,Rest,0.0762,0.0365,0.4789,False,3,0.1077,0.0762,0.0397,0.0628
NMB,Stim8hr,0.0541,0.0365,0.6751,False,3,0.0777,0.0176,0.0541,0.0511
SLC26A1,Rest,0.0418,0.0365,0.8742,False,3,0.0613,0.0418,0.0053,0.0348
RDH14,Stim8hr,0.0659,0.0365,0.554,False,3,0.0979,0.048,0.0659,0.0294
PTPRJ,Stim8hr,0.0932,0.0365,0.3914,False,2,0.1327,0.0567,0.0932,NA
RHPN1,Stim8hr,0.037,0.0365,0.9858,False,2,NA,NA,0.037,0.0005
TMEM64,Stim48hr,0.0506,0.0365,0.7209,False,3,0.0564,0.0141,0.033,0.0506
CTPS1,Stim8hr,0.0812,0.0365,0.4489,False,3,0.1173,0.0448,0.0812,0.0737
DGKH,Stim48hr,0.0418,0.0365,0.8719,False,3,0.0535,0.0118,0.0054,0.0418
SEMA5A,Rest,0.0953,0.0364,0.3824,False,2,NA,0.0953,NA,0.0589
CRIM1,Stim48hr,0.0574,0.0364,0.6351,False,3,0.0833,0.0209,0.0319,0.0574
ABL1,Stim48hr,0.0457,0.0364,0.7968,False,2,0.0226,NA,0.0093,0.0457
CHTF18,Stim48hr,0.0424,0.0364,0.8575,False,3,0.0684,0.006,0.0227,0.0424
SCAMP1,Stim8hr,0.0412,0.0364,0.882,False,2,NA,0.0049,0.0412,NA
NSUN6,Stim48hr,0.0551,0.0364,0.6596,False,2,NA,NA,0.0188,0.0551
ZNF92,Rest,0.0371,0.0364,0.9803,False,2,0.0259,0.0371,NA,0.0007
GTSF1,Rest,0.126,0.0363,0.2882,False,3,0.1924,0.126,0.0897,0.1237
APOC1,Stim48hr,0.1226,0.0363,0.296,False,3,0.1968,0.1189,0.0863,0.1226
SKA2,Stim8hr,0.0493,0.0363,0.737,False,2,0.0552,0.013,0.0493,NA
BCLAF3,Rest,0.0402,0.0363,0.902,False,2,0.041,0.0402,0.0039,NA
GET3,Stim48hr,0.1011,0.0363,0.3588,False,3,0.1574,0.076,0.0648,0.1011
LETM1,Stim48hr,0.0786,0.0363,0.4616,False,3,0.1855,0.0714,0.0423,0.0786
BLZF1,Stim48hr,0.0521,0.0363,0.696,False,2,0.0396,NA,0.0158,0.0521
TADA2A,Stim48hr,0.047,0.0363,0.7715,False,3,0.0564,0.0107,0.0375,0.047
ANAPC5,Rest,0.0385,0.0363,0.9419,False,3,0.0437,0.0385,0.0149,0.0022
WDPCP,Stim8hr,0.107,0.0363,0.3389,False,3,0.1543,0.0707,0.107,0.0839
CETP,Stim48hr,0.0487,0.0362,0.7439,False,3,0.0605,0.0209,0.0125,0.0487
PIM1,Rest,0.0899,0.0362,0.4028,False,2,0.1355,0.0899,NA,0.0537
KRT19,Rest,0.1027,0.0362,0.3523,False,3,0.1563,0.1027,0.0665,0.0902
TGFB1,Stim48hr,0.0521,0.0362,0.6939,False,3,0.0607,0.0208,0.016,0.0521
TLK1,Stim8hr,0.0531,0.0362,0.6807,False,3,0.0657,0.0182,0.0531,0.017
CLPTM1L,Rest,0.1084,0.0361,0.3334,False,3,0.1699,0.1084,0.0722,0.0837
DHRS7,Stim8hr,0.0414,0.0361,0.8717,False,3,0.042,0.0367,0.0414,0.0053
TNIP1,Stim8hr,0.0512,0.0361,0.7061,False,3,0.0562,0.023,0.0512,0.015
ACER3,Stim8hr,0.0702,0.0361,0.514,False,3,0.1074,0.0615,0.0702,0.0341
MCM9,Rest,0.0602,0.0361,0.5998,False,3,0.0872,0.0602,0.0241,0.027
ADD1,Stim8hr,0.0566,0.0361,0.6382,False,2,NA,NA,0.0566,0.0205
TIGD2,Rest,0.0376,0.0361,0.9586,False,2,NA,0.0376,NA,0.0016
BRD7,Rest,0.0798,0.0361,0.4519,False,2,NA,0.0798,NA,0.0438
TENT5C,Stim8hr,0.0731,0.0361,0.4935,False,3,0.1021,0.037,0.0731,0.0443
GTF2H3,Stim48hr,0.062,0.0361,0.5817,False,2,0.0997,NA,0.0259,0.062
RNF14,Stim48hr,0.0376,0.0361,0.9594,False,3,0.0369,0.0015,0.0115,0.0376
ZMAT4,Rest,0.1003,0.036,0.3595,False,3,0.1497,0.1003,0.0779,0.0642
PHIP,Stim48hr,0.046,0.036,0.7841,False,3,0.0446,0.0099,0.0182,0.046
TOX,Stim8hr,0.073,0.036,0.4932,False,3,0.1077,0.037,0.073,0.0587
TSLP,Rest,0.0956,0.036,0.3771,False,3,0.1471,0.0956,0.0595,0.0901
CMTM6,Rest,0.0858,0.036,0.4198,False,3,0.1312,0.0858,0.0498,0.0701
PIK3R5,Rest,0.0402,0.036,0.8956,False,2,0.0484,0.0402,NA,0.0042
TYW3,Stim8hr,0.0677,0.036,0.5323,False,3,0.1074,0.0346,0.0677,0.0316
IFT88,Rest,0.1042,0.036,0.3456,False,3,0.1605,0.1042,0.0682,0.0862
CCNL2,Stim8hr,0.0603,0.036,0.5976,False,3,0.0912,0.0481,0.0603,0.0243
RFT1,Stim8hr,0.1163,0.036,0.3097,False,3,0.2182,0.0803,0.1163,0.11
ZNF705D,Stim48hr,0.0386,0.036,0.9327,False,3,0.0431,0.0026,0.0114,0.0386
ZZEF1,Stim48hr,0.1001,0.036,0.3596,False,3,0.1444,0.0641,0.0813,0.1001
SUDS3,Stim48hr,0.0404,0.036,0.8912,False,3,0.0327,0.0057,0.0044,0.0404
TIMM17B,Rest,0.0602,0.036,0.5974,False,3,0.1038,0.0602,0.0242,0.0305
SMYD5,Rest,0.0615,0.036,0.5849,False,3,0.0855,0.0615,0.0337,0.0255
ZNF644,Stim8hr,0.0541,0.036,0.6647,False,3,0.0512,0.0181,0.0541,0.0246
PLCH2,Rest,0.044,0.0359,0.8162,False,2,0.031,0.044,NA,0.0081
NUCKS1,Rest,0.0787,0.0359,0.4564,False,3,0.1114,0.0787,0.0606,0.0428
UBQLN2,Stim48hr,0.0425,0.0359,0.8445,False,2,NA,0.0066,NA,0.0425
SUMO3,Rest,0.0465,0.0359,0.7727,False,2,0.0723,0.0465,NA,0.0106
ACAT2,Stim8hr,0.0466,0.0359,0.7704,False,3,0.066,0.0353,0.0466,0.0107
PDCD10,Stim48hr,0.04,0.0359,0.8986,False,3,0.013,0.0284,0.0041,0.04
COX15,Rest,0.0602,0.0359,0.5966,False,3,0.0705,0.0602,0.0525,0.0243
CLIP3,Rest,0.0533,0.0359,0.6741,False,2,0.0194,0.0533,0.0174,NA
KLHL5,Rest,0.0638,0.0359,0.5627,False,2,0.0795,0.0638,NA,0.0279
ARFRP1,Stim8hr,0.0796,0.0359,0.4508,False,3,0.1392,0.0437,0.0796,0.0463
NR4A3,Stim48hr,0.0465,0.0359,0.7724,False,2,0.029,NA,0.0106,0.0465
DPY19L4,Rest,0.0947,0.0359,0.3789,False,3,0.1382,0.0947,0.0588,0.0666
ORC2,Stim48hr,0.0639,0.0359,0.5612,False,2,0.1094,0.0281,NA,0.0639
LTF,Stim8hr,0.048,0.0359,0.7475,False,2,0.0157,NA,0.048,0.0121
SON,Rest,0.0801,0.0359,0.4475,False,3,0.1419,0.0801,0.0654,0.0443
SH3RF3,Stim8hr,0.0377,0.0358,0.9501,False,3,0.0188,0.0213,0.0377,0.0019
ARNT2,Stim48hr,0.0747,0.0358,0.4796,False,2,0.0855,NA,0.0389,0.0747
ZDHHC9,Stim48hr,0.0457,0.0358,0.7836,False,3,0.0446,0.0268,0.0099,0.0457
BCL2,Rest,0.1021,0.0358,0.3508,False,2,0.0004,0.1021,0.0663,NA
RTTN,Rest,0.0844,0.0358,0.4238,False,3,0.1752,0.0844,0.0486,0.0542
ATP11C,Rest,0.0389,0.0358,0.9198,False,2,0.0288,0.0389,NA,0.0031
UBR5,Stim8hr,0.1625,0.0358,0.2201,False,3,0.2306,0.1267,0.1625,0.1312
ZYX,Rest,0.0425,0.0358,0.8425,False,3,0.0908,0.0425,0.0233,0.0067
BTBD10,Rest,0.0692,0.0358,0.5172,False,3,0.1146,0.0692,0.0532,0.0334
ATP5MC2,Stim48hr,0.0561,0.0358,0.6378,False,3,0.0762,0.0359,0.0203,0.0561
RIC8A,Stim48hr,0.0518,0.0357,0.6902,False,3,0.0698,0.016,0.0442,0.0518
MRPL57,Stim48hr,0.0602,0.0357,0.5931,False,3,0.0949,0.0394,0.0245,0.0602
IMPA2,Rest,0.0484,0.0357,0.7383,False,3,0.0461,0.0484,0.0257,0.0127
CCSER2,Rest,0.1303,0.0357,0.2742,False,3,0.195,0.1303,0.0945,0.1003
BNIP3,Rest,0.0434,0.0357,0.8224,False,3,0.0524,0.0434,0.0259,0.0077
CCDC115,Rest,0.1182,0.0357,0.3021,False,2,0.1879,0.1182,0.0825,NA
PRKACA,Stim48hr,0.0814,0.0357,0.4387,False,3,0.1366,0.0803,0.0457,0.0814
GALNT18,Rest,0.0569,0.0357,0.6269,False,3,0.0864,0.0569,0.0212,0.0364
VIPR1,Rest,0.0496,0.0357,0.72,False,2,NA,0.0496,0.0139,NA
SMG8,Rest,0.185,0.0357,0.193,False,3,0.2678,0.185,0.1714,0.1493
EFNA1,Rest,0.0722,0.0357,0.4943,False,3,0.1228,0.0722,0.0365,0.0633
TFRC,Stim48hr,0.1173,0.0357,0.3043,False,2,0.2262,0.0816,NA,0.1173
ZNF287,Rest,0.0415,0.0357,0.8605,False,2,0.0265,0.0415,0.0058,NA
SELENOP,Stim8hr,0.0536,0.0357,0.6654,False,3,0.0707,0.0179,0.0536,0.0386
TCTN2,Stim48hr,0.0602,0.0357,0.5927,False,3,0.0795,0.0245,0.0346,0.0602
UMPS,Stim8hr,0.0885,0.0357,0.4029,False,2,0.1372,NA,0.0885,0.0529
POLG,Stim48hr,0.0912,0.0357,0.3911,False,3,0.1189,0.0576,0.0555,0.0912
QNG1,Rest,0.1039,0.0357,0.3432,False,3,0.1624,0.1039,0.0682,0.0749
SMARCA5,Stim8hr,0.1414,0.0356,0.2521,False,3,0.2162,0.1148,0.1414,0.1057
ZNF716,Rest,0.0714,0.0356,0.4994,False,3,0.1097,0.0714,0.0555,0.0357
CARD8,Stim48hr,0.0424,0.0356,0.8413,False,3,0.0512,0.0267,0.0067,0.0424
PPA2,Rest,0.0868,0.0356,0.4105,False,3,0.1653,0.0868,0.0512,0.08
MCFD2,Stim48hr,0.1024,0.0356,0.3479,False,3,0.1911,0.0668,0.0734,0.1024
LIN37,Stim48hr,0.0673,0.0356,0.5294,False,3,0.1033,0.0317,0.0407,0.0673
POLDIP3,Rest,0.0661,0.0356,0.539,False,3,0.0979,0.0661,0.0305,0.0478
FARSA,Stim8hr,0.1057,0.0356,0.3369,False,3,0.1924,0.0929,0.1057,0.0701
SLC35G1,Rest,0.0785,0.0356,0.4533,False,2,0.0837,0.0785,0.0429,NA
MDK,Stim48hr,0.0489,0.0356,0.7278,False,3,0.0547,0.0133,0.0143,0.0489
SH3TC1,Stim48hr,0.0791,0.0356,0.4494,False,3,0.1206,0.0606,0.0436,0.0791
