"gene","s2_T","s2_TG","s2_TD","s2_res","share_T","share_TG","share_TD","share_res"
"ENSG00000139146",0.0375754825879336,0.0590214335706486,0.0524721986017076,0.696534951565666,0.0444362605198842,0.069797953819084,0.0620529165968806,0.823712869064151
"ENSG00000139151",0,0,2.12460735706493e-06,0.000478502090844924,0,0,0.00442049383651185,0.995579506163488
"ENSG00000139154",0.00335537183562546,0.00958850100090039,0.013844220433597,0.294876509951289,0.0104312746942686,0.0298090026222137,0.0430393033456267,0.916720419337891
"ENSG00000139155",0,0,1.12018054237383e-06,0.000332005697630647,0,0,0.00336263441470622,0.996637365585294
"ENSG00000139160",0.00411901063686202,0.0146839353816054,0.0139473673227153,0.42521761780907,0.00899410276723204,0.0320632393292791,0.0304548995115977,0.928487758391891
"ENSG00000139163",0.0226369166717883,0.0370005540742841,0.0340035620026939,0.538265584367942,0.0358231992807371,0.0585538322784336,0.0538110554338659,0.851811913006963
"ENSG00000139168",0.0140374073837031,0.017461717560069,0.0197058299267,0.372722172497581,0.0331127839608996,0.0411903754979773,0.046484003156494,0.879212837384629
"ENSG00000139173",0.00233212257543679,0.00774013533754366,0.00924358411058696,0.32928270727681,0.00668999506772838,0.0222035787385742,0.0265164158862349,0.944590010307463
"ENSG00000139174",1.30947370267158e-05,0.000254268114001557,0.000534158552810865,0.0409553383334164,0.000313594870617933,0.00608925373223645,0.01279211502426,0.980805036372886
"ENSG00000139178",0.0422163777989554,0.0771331726475194,0.0617383141955415,0.778343750423689,0.044001445372492,0.0803946539141688,0.0643488428211879,0.811255057892151
"ENSG00000139180",0.0495081185973754,0.0609757075832865,0.0586658097095092,0.655753374784929,0.0600168964795727,0.073918638669271,0.0711184332585926,0.794946031592564
"ENSG00000139182",0.0479238641790306,0.0713795877146328,0.057414596781514,0.704188621646351,0.0544028848839782,0.081029682393686,0.0651767079485933,0.799390724773743
"ENSG00000139187",0.01779492638473,0.0566291225338607,0.0580416764535819,0.71588690036399,0.0209758605618605,0.0667518680510012,0.0684169232142305,0.843855348172908
"ENSG00000139190",0.0235782056350321,0.0558020008672736,0.0510778558986778,0.699827916747658,0.0283976921532611,0.0672081695568216,0.0615183890628287,0.842875749227089
"ENSG00000139192",0.0414646788409546,0.0700357566275215,0.0601821251502234,0.742928088664119,0.0453358802168646,0.0765743944512774,0.0658008139282158,0.812288911403642
"ENSG00000139193",0.0131546653532361,0.0543382974825005,0.0666918596601714,0.566936876152884,0.0187623138444979,0.077501948074381,0.0951216597470889,0.808614078334032
"ENSG00000139194",0.000137930153888815,0.000534353216711719,0.00090517117920187,0.0979247264875628,0.00138620231688207,0.00537026637145831,0.00909699837495983,0.9841465329367
"ENSG00000139197",0.0444611226200727,0.0672894414990656,0.0539803714862994,0.778501354194477,0.0470870601443783,0.0712636522029176,0.0571685294703679,0.824480758182336
"ENSG00000139200",6.69238165851697e-07,4.28451569339708e-06,2.22592818138355e-11,0.00516145873673361,0.000129536339614167,0.000829301896187882,4.30846003072008e-09,0.999041157455738
"ENSG00000139209",3.01943610962355e-08,0,0,0.00191272754771594,1.57857738238444e-05,0,0,0.999984214226176
"ENSG00000139211",0.0309453953654126,0.0719451371566865,0.0683342692363179,0.817753869260988,0.0312902555658911,0.0727469047259916,0.0690957967434032,0.826867042964714
"ENSG00000139218",0.0111154145728598,0.0192620827316821,0.0230815878917312,0.388101785618879,0.0251730062773452,0.0436227120761922,0.0522727202913633,0.878931561355099
"ENSG00000139219",9.33581554022364e-07,2.6561686480581e-06,0,0.00919827759385869,0.000101455663194812,0.000288655394469742,0,0.999609888942335
"ENSG00000139220",0,1.39458398326361e-12,3.60318536486939e-06,0.000630274065986044,0,2.20008523294262e-09,0.00568435820856956,0.994315639591345
"ENSG00000139223",0,2.87323092007243e-05,0,0.0126459243417993,0,0.00226691025973136,0,0.997733089740269
