"gene","cond","s2_T","s2_TG","s2_TD","s2_res","s2_me","s2_res_bio"
"ENSG00000015475","Stim8hr",0.0465978326955797,0.0520537890732434,0.0162279994248294,0.758076940424117,0.519949955640317,0.238126984783801
"ENSG00000015475","Stim48hr",0.0641347347410689,0.0636779145183801,0.0144571773282438,0.889558733317629,0.71210505170672,0.177453681610909
"ENSG00000020256","Rest",0.0521094719519612,0.0529911703101829,0.0206923883361546,0.936095716993785,0.704833058711733,0.231262658282052
"ENSG00000020256","Stim8hr",0.0701732494472422,0.048253251043387,0,0.736630303577368,0.546227763607624,0.190402539969744
"ENSG00000020256","Stim48hr",0.048464959845732,0.0361367672336356,0,0.798355662155268,0.592554258115719,0.205801404039549
"ENSG00000020922","Rest",0.0402700103639645,0.0388042506799515,0.0197593680655863,0.798988928509335,0.554845858746114,0.244143069763221
"ENSG00000020922","Stim8hr",0.0585384792687223,0.0373780551766639,0.0204141690137378,0.661578650973352,0.417613922638435,0.243964728334917
"ENSG00000020922","Stim48hr",0.0320509470448,0.0163103205044595,0.0144637791524458,0.544640638290467,0.301758293609875,0.242882344680592
"ENSG00000024526","Rest",0.143570485029803,0.106783542468582,0.0285076196131717,1.38004783111919,1.09892393712863,0.281123893990556
"ENSG00000024526","Stim8hr",0.159749334126413,0.119187848529729,0.0358325620892204,1.25228694494435,0.959617251829611,0.292669693114736
"ENSG00000024526","Stim48hr",0.0728542107371208,0.0439891501456561,0.0167816897909101,0.764497104167459,0.454831322098053,0.309665782069405
"ENSG00000025156","Rest",0.0485650226323651,0.0410751814172601,0.033473432454193,0.903883191101154,0.671243221010025,0.232639970091129
"ENSG00000025156","Stim8hr",0.046594932654562,0.0424317548030598,0.0153411907340476,0.697213767557075,0.489777185091213,0.207436582465862
"ENSG00000025156","Stim48hr",0.0378298766361572,0.0288104156111539,0.017192773985701,0.710894321225063,0.513489393053439,0.197404928171624
"ENSG00000025293","Rest",0.0471277024555109,0.0412895027039675,0.0149081155320941,0.895829143587194,0.58964963748867,0.306179506098523
"ENSG00000025293","Stim8hr",0.0570544401277758,0.050116197774315,0.0281274959423698,0.699943483434018,0.514994806414552,0.184948677019466
"ENSG00000025293","Stim48hr",0.0296272173912673,0.0327711192052645,0.0217016101451189,0.677937227344749,0.478203132900676,0.199734094444074
"ENSG00000025434","Rest",0.0529717270603903,0.0574827172840213,0.0225799815367431,0.964492246426036,0.836018493844585,0.128473752581451
"ENSG00000025434","Stim8hr",0.0683498433354118,0.0523421376063248,0.0117102603354784,0.835648110067194,0.698362421533847,0.137285688533347
"ENSG00000025434","Stim48hr",0.0495268994929451,0.0532766617592831,0.0106334450202341,0.81247773873827,0.639519759698638,0.172957979039632
"ENSG00000026652","Rest",0.0778135563797911,0.0738741243003996,0.0255332455875988,1.10395015048272,0.855446735050128,0.248503415432589
"ENSG00000026652","Stim8hr",0.0358038551957855,0.0344364908665762,0.0184268500770865,0.839145373969283,0.706159797293452,0.132985576675831
"ENSG00000026652","Stim48hr",0.0526713627117843,0.0386820146330826,0.0186975659633834,0.871665484753168,0.721554645776582,0.150110838976586
"ENSG00000027001","Rest",0.0655462379191745,0.0411672620676748,0,1.00079587707857,0.820849779482601,0.179946097595969
"ENSG00000027001","Stim8hr",0.0584938594447594,0.0488165810919132,0.0172804611839304,0.790356800566874,0.600437842135745,0.189918958431129
"ENSG00000027001","Stim48hr",0.0633167036590646,0.0387707979996066,0,0.821311001434104,0.618159220604493,0.203151780829611
"ENSG00000029639","Rest",0.0413019270997398,0.0525939285094765,0.0163312156026753,0.910587301655415,0.675903097753003,0.234684203902413
"ENSG00000029639","Stim8hr",0.0515611225267619,0.0374112192675133,0.0131948178627739,0.650854330700763,0.433228463920598,0.217625866780165
"ENSG00000029639","Stim48hr",0.0332091276639641,0.0412557855186915,0.0130166438615727,0.641919978611111,0.408719138909471,0.23320083970164
"ENSG00000030582","Rest",0.0503575051544732,0.044420606694116,0.0274195605423653,0.809485698590123,0.575020564312436,0.234465134277688
"ENSG00000030582","Stim8hr",0.0710893109029658,0.0510447814637796,0.0141865733578912,0.862534697217906,0.669910962776938,0.192623734440968
"ENSG00000030582","Stim48hr",0.0245995714820599,0.0313515196222411,0.0161441255511597,0.684210279876991,0.461884008517796,0.222326271359195
"ENSG00000031691","Rest",0.0723971427490728,0.0562152551005033,1.09491931117872e-10,1.00611137247884,0.776316684915505,0.229794687563334
"ENSG00000031691","Stim8hr",0.0811313493988891,0.0627702955407943,0.0177857183952308,0.796293115764421,0.571634456623229,0.224658659141192
"ENSG00000031691","Stim48hr",0.0455323568777924,0.0328408284662101,0.0104698536663833,0.705595199686309,0.467298800352772,0.238296399333537
"ENSG00000031698","Rest",0.0469932676841884,0.0517805616337024,0.0104881025316136,0.94724251469623,0.775243204305265,0.171999310390964
"ENSG00000031698","Stim8hr",0.0495522695545516,0.0410076313656412,0.016152529603818,0.762306367860462,0.543053266557662,0.2192531013028
"ENSG00000031698","Stim48hr",0.0520908676280424,0.0451807708649031,0.0181855040542849,0.790445347296024,0.590050663501679,0.200394683794345
"ENSG00000033327","Rest",0.0492340063453499,0.0477034449157438,0.010392504101835,0.913620453734447,0.651644963267563,0.261975490466884
"ENSG00000033327","Stim8hr",0.0659415658289394,0.052250238249906,0.0175802865259063,0.849697382508903,0.575910800846874,0.27378658166203
"ENSG00000033327","Stim48hr",0.0407650487004183,0.0236435460423994,0.0184115005517477,0.682691853104742,0.438321419445365,0.244370433659376
"ENSG00000034533","Rest",0.0489383627189147,0.0490955154145007,0.0176681816185467,0.942293455423056,0.740142416504532,0.202151038918523
"ENSG00000034533","Stim8hr",0.0559767333330842,0.0442411424857434,0.0176494413551002,0.792512394907107,0.584079484041479,0.208432910865628
"ENSG00000034533","Stim48hr",0.043699001852097,0.0475474368035555,0.0198063008534067,0.804072772534236,0.625428262221662,0.178644510312574
"ENSG00000035403","Rest",0.0614678861800581,0.0472239733216996,0.0278227086566312,0.744235997783346,0.547472948208207,0.196763049575138
"ENSG00000035403","Stim8hr",0.0819367575302958,0.0618685613931985,0.0165475120742699,0.802403022170372,0.559135491578093,0.243267530592279
"ENSG00000035403","Stim48hr",0.0548257486078817,0.0454537869152816,0.0163270034849625,0.809830443017952,0.612926662145384,0.196903780872568
"ENSG00000035499","Rest",0.158687281859484,0.086875446169036,0.0193851527564196,1.29845241241153,1.06876434507102,0.229688067340514
"ENSG00000035499","Stim8hr",0.129661405892539,0.095079493092083,0.0178235080729991,1.01722425037018,0.772889925914548,0.244334324455636
"ENSG00000035499","Stim48hr",0.0412721251056794,0.0201963134825767,0.0159780906672052,0.587741974099384,0.383286286566339,0.204455687533044
"ENSG00000037757","Rest",0.0559263268205806,0.0452016149365561,0.00793974882460825,0.875870470581849,0.612435522795246,0.263434947786603
"ENSG00000037757","Stim8hr",0.0496164098753354,0.0512046166686202,0.0168586051921549,0.705718791754872,0.466534635349246,0.239184156405625
"ENSG00000037757","Stim48hr",0.0409708795657101,0.0312289273942664,0.0199644221309476,0.726368049671354,0.481062239216499,0.245305810454855
"ENSG00000037897","Rest",0.0753221268463847,0.0474265270045421,0.0146285638660089,1.07808008188796,0.933921582680619,0.144158499207345
"ENSG00000037897","Stim8hr",0.0196175826006669,0.0110466718655914,0.00962713271438016,0.464493968625007,0.241050441301677,0.22344352732333
"ENSG00000037897","Stim48hr",0.0783092394638924,0.0402254256402631,0.0171256139277615,0.87107285163305,0.703104031923337,0.167968819709713
"ENSG00000038002","Rest",0.0341322018373586,0.0308444446564354,0.0222910213845861,0.728539508538031,0.490522904521764,0.238016604016267
"ENSG00000038002","Stim8hr",0.053757864186557,0.0443125685443145,0.0162269649179133,0.72698636183876,0.528180764304348,0.198805597534411
"ENSG00000038002","Stim48hr",0.0468182008665132,0.032138690733628,0.0173509344371885,0.692817672749607,0.474404601459649,0.218413071289958
"ENSG00000040199","Rest",0.051624581156924,0.0439001764924686,0.00970980412414551,1.01234075641749,0.854715536153257,0.157625220264231
"ENSG00000040199","Stim8hr",0.0525841895072669,0.0298270599224974,0.0101594761945994,0.70647097816156,0.41824475331406,0.288226224847501
"ENSG00000040199","Stim48hr",0.050343909146862,0.0427284410005132,0.0160874099271254,0.828410919403848,0.644809195869767,0.183601723534081
"ENSG00000040275","Rest",0.0904958179233363,0.0664942083975096,0.0287582648765451,1.05486274582359,0.823946251532708,0.230916494290887
"ENSG00000040275","Stim8hr",0.0870576975366107,0.0663182978679728,0.0100055970547318,0.820021641429364,0.599049461938544,0.22097217949082
"ENSG00000040275","Stim48hr",0.0534744206402418,0.0436788819584328,0.0169648436437621,0.7439295496878,0.505965568841106,0.237963980846694
"ENSG00000042445","Rest",0.0400217986281602,0.0574069806785839,0.0309179039398742,0.90649248035535,0.671995659452353,0.234496820902997
"ENSG00000042445","Stim8hr",0.0585856779307527,0.0560207451544341,0.0151175678623047,0.774470010931769,0.562913454395892,0.211556556535877
"ENSG00000042445","Stim48hr",0.0498769774731434,0.037438284259298,0.0127088751311733,0.786395940812226,0.581831532435658,0.204564408376568
"ENSG00000044446","Rest",0.063246137801656,0.039115424138964,0,0.955921980582817,0.750238545225899,0.205683435356918
"ENSG00000044446","Stim8hr",0.0456275379927739,0.0432889779438278,0.011924402668384,0.766822156287759,0.536986920553876,0.229835235733882
"ENSG00000044446","Stim48hr",0.0464246584728011,0.0338569499896015,0.0190041717846839,0.770256961185777,0.532404910496141,0.237852050689637
"ENSG00000044574","Rest",0.0602945926605556,0.0522400050409781,0.0187147231674722,0.867240858276518,0.583442293367549,0.283798564908969
"ENSG00000044574","Stim8hr",0.030456323471549,0.0236881677406467,0.0144006193364037,0.510852907138123,0.322901529007781,0.187951378130342
