target,n_guides,E_t,R_t,R_status,S_t,rank_S,rank_E,rank_shift
UQCRB,2,0.21624,0.1643,ok,0.03554,2742,3040,298
ARMT1,2,0.24681,0.1438,ok,0.03549,2743,2625,-118
BBC3,2,0.11262,0.315,ok,0.03548,2744,8492,5748
KIR3DL2,2,0.11444,0.31,ok,0.03548,2745,8033,5288
MRPL18,2,0.13438,0.264,ok,0.03548,2746,5375,2629
ZNF677,2,0.11538,0.3072,ok,0.03544,2747,7781,5034
IL4I1,2,0.11566,0.3063,ok,0.03543,2748,7702,4954
ASCL2,2,0.11637,0.3044,ok,0.03542,2749,7543,4794
GAB3,2,0.11174,0.3168,ok,0.0354,2750,8726,5976
ODC1,2,0.11435,0.3095,ok,0.03539,2751,8054,5303
PANK3,2,0.1145,0.3088,ok,0.03536,2752,8019,5267
TMED10,2,0.1432,0.2469,ok,0.03536,2753,4914,2161
EGR2,2,0.11924,0.2964,ok,0.03534,2754,6954,4200
MKRN3,2,0.12502,0.2826,ok,0.03534,2755,6138,3383
FTSJ1,2,0.11536,0.3062,ok,0.03532,2756,7791,5035
SH3TC1,2,0.12054,0.293,ok,0.03532,2757,6712,3955
TMEM263,2,0.11794,0.2993,ok,0.0353,2758,7218,4460
FAM219A,2,0.1148,0.3074,ok,0.03529,2759,7937,5178
NT5DC1,2,0.11352,0.3108,ok,0.03528,2760,8259,5499
ACTN1,2,0.22107,0.1596,ok,0.03527,2761,2971,210
CAMK2G,2,0.11757,0.2999,ok,0.03526,2762,7275,4513
RBPJ,2,0.1182,0.2979,ok,0.03521,2763,7161,4398
KLF11,2,0.21794,0.1615,ok,0.0352,2764,3015,251
LONP2,2,0.11537,0.3051,ok,0.0352,2765,7784,5019
NEK8,2,0.11539,0.305,ok,0.03519,2766,7777,5011
SLC7A11,2,0.2219,0.1585,ok,0.03516,2767,2957,190
MRFAP1,2,0.11349,0.3097,ok,0.03514,2768,8267,5499
AMPD3,2,0.12034,0.2919,ok,0.03513,2769,6746,3977
PCBP2,2,0.2275,0.1544,ok,0.03513,2770,2882,112
RELL2,2,0.21917,0.1601,ok,0.0351,2771,2996,225
XPO7,2,0.11263,0.3114,ok,0.03508,2772,8491,5719
ADAT2,2,0.18936,0.1852,ok,0.03507,2773,3526,753
GBE1,2,0.11777,0.2977,ok,0.03506,2774,7243,4469
SLC48A1,2,0.11948,0.2934,ok,0.03505,2775,6900,4125
ZFYVE9,2,0.11629,0.3013,ok,0.03504,2776,7560,4784
CMTM6,2,0.11467,0.3053,ok,0.035,2777,7983,5206
ADAM28,2,0.11509,0.304,ok,0.03499,2778,7864,5086
ARFIP1,2,0.11271,0.3099,ok,0.03493,2779,8473,5694
ATE1,2,0.11432,0.3054,ok,0.03491,2780,8060,5280
PKIA,2,0.1168,0.2989,ok,0.03491,2781,7445,4664
EVL,2,0.11985,0.2912,ok,0.0349,2782,6828,4046
MEIS1,2,0.11657,0.2993,ok,0.03489,2783,7492,4709
TBC1D15,2,0.12446,0.2802,ok,0.03488,2784,6204,3420
DOCK10,2,0.11784,0.2959,ok,0.03487,2785,7235,4450
OFD1,2,0.11637,0.2997,ok,0.03487,2786,7546,4760
VKORC1,2,0.1177,0.2963,ok,0.03487,2787,7255,4468
CCND2,2,0.12224,0.2852,ok,0.03486,2788,6464,3676
RGS16,2,0.21966,0.1585,ok,0.03482,2789,2988,199
TESC,2,0.118,0.2951,ok,0.03482,2790,7206,4416
SUMO3,2,0.29687,0.1172,ok,0.03479,2791,2178,-613
MAL,2,0.11334,0.3068,ok,0.03478,2792,8308,5516
KDM6A,2,0.11716,0.2968,ok,0.03477,2793,7374,4581
GCHFR,2,0.11717,0.2962,ok,0.03471,2794,7368,4574
TNFSF14,2,0.11484,0.302,ok,0.03468,2795,7928,5133
SUGP1,2,0.27664,0.1253,ok,0.03467,2796,2344,-452
SKA2,2,0.19877,0.1742,ok,0.03463,2797,3330,533
AVPR2,2,0.1194,0.2898,ok,0.0346,2798,6914,4116
UBQLNL,2,0.11771,0.2939,ok,0.0346,2799,7253,4454
ZNF284,2,0.11545,0.2994,ok,0.03456,2800,7758,4958
LAMTOR4,2,0.12538,0.2753,ok,0.03452,2801,6105,3304
SLC4A4,2,0.11554,0.2988,ok,0.03452,2802,7731,4929
ACAD10,2,0.11477,0.3007,ok,0.03451,2803,7947,5144
KDM6B,2,0.11694,0.2951,ok,0.03451,2804,7419,4615
KRT8,2,0.11637,0.2965,ok,0.03451,2805,7544,4739
PBDC1,2,0.11705,0.2948,ok,0.0345,2806,7400,4594
TMCC2,2,0.11264,0.306,ok,0.03447,2807,8490,5683
MMAA,2,0.11773,0.2927,ok,0.03445,2808,7246,4438
XRRA1,2,0.17244,0.1997,ok,0.03445,2809,3887,1078
OTUD4,2,0.31724,0.1086,ok,0.03444,2810,2054,-756
PPHLN1,2,0.13171,0.2613,ok,0.03441,2811,5532,2721
KNTC1,2,0.2321,0.1482,ok,0.03439,2812,2817,5
NME2,2,0.44713,0.0768,ok,0.03435,2813,1421,-1392
P3H3,2,0.1172,0.293,ok,0.03434,2814,7363,4549
DUS3L,2,0.20723,0.1657,ok,0.03433,2815,3172,357
RNFT1,2,0.12062,0.2846,ok,0.03433,2816,6707,3891
GAPVD1,2,0.11315,0.3032,ok,0.03431,2817,8370,5553
GPS1,2,0.64448,0.0532,ok,0.03431,2818,882,-1936
RDH5,2,0.11451,0.2994,ok,0.03428,2819,8015,5196
XPR1,2,0.12017,0.2852,ok,0.03428,2820,6775,3955
SUCLG1,2,0.11555,0.2964,ok,0.03425,2821,7729,4908
DLD,2,0.40174,0.0852,ok,0.03424,2822,1604,-1218
PIGQ,2,0.11347,0.3018,ok,0.03424,2823,8276,5453
HS3ST3B1,2,0.11129,0.3076,ok,0.03423,2824,8856,6032
SLC1A5,2,0.11266,0.3035,ok,0.03419,2825,8483,5658
NR2C2AP,2,0.11019,0.3099,ok,0.03415,2826,9193,6367
TMEM87B,2,0.21358,0.1599,ok,0.03415,2827,3086,259
GIMAP5,2,0.1182,0.2889,ok,0.03414,2828,7159,4331
FIG4,2,0.11169,0.3056,ok,0.03413,2829,8738,5909
BNC2,2,0.11501,0.2966,ok,0.03412,2830,7881,5051
NEK2,2,0.11262,0.3029,ok,0.03412,2831,8495,5664
ANKRD36B,2,0.11482,0.2971,ok,0.03411,2832,7929,5097
SSBP1,2,0.18105,0.1883,ok,0.03409,2833,3684,851
CFAP210,2,0.11628,0.293,ok,0.03408,2834,7561,4727
MMP1,2,0.11331,0.3007,ok,0.03408,2835,8318,5483
ZNF566,2,0.27605,0.1235,ok,0.03408,2836,2348,-488
ABCA3,2,0.3188,0.1069,ok,0.03407,2837,2043,-794
DAAM1,2,0.11962,0.2847,ok,0.03405,2838,6873,4035
EIF1,2,0.13174,0.2585,ok,0.03405,2839,5529,2690
HACD2,2,0.1171,0.2908,ok,0.03405,2840,7388,4548
PITX3,2,0.11806,0.2882,ok,0.03403,2841,7188,4347
ABTB1,2,0.11907,0.2853,ok,0.03397,2842,6979,4137
DCAF4,2,0.11751,0.2889,ok,0.03395,2843,7286,4443
THUMPD3,2,0.11537,0.2943,ok,0.03395,2844,7789,4945
AGR3,2,0.1139,0.2979,ok,0.03393,2845,8165,5320
FAM200A,2,0.11212,0.3026,ok,0.03393,2846,8618,5772
ALDH9A1,2,0.11637,0.2915,ok,0.03392,2847,7542,4695
CORO1B,2,0.10836,0.3129,ok,0.03391,2848,9782,6934
USP45,2,0.11539,0.2937,ok,0.03389,2849,7780,4931
TRIM34,2,0.11802,0.2869,ok,0.03386,2850,7201,4351
H4C1,2,0.12556,0.2696,ok,0.03385,2851,6086,3235
SH2D4A,2,0.12171,0.2781,ok,0.03385,2852,6540,3688
CCM2,2,0.11559,0.2928,ok,0.03384,2853,7719,4866
GARIN1A,2,0.12379,0.2733,ok,0.03384,2854,6264,3410
PRDM2,2,0.22908,0.1477,ok,0.03383,2855,2859,4
SYP,2,0.12151,0.2784,ok,0.03383,2856,6572,3716
CAPN15,2,0.28306,0.1194,ok,0.0338,2857,2280,-577
GM2A,2,0.11496,0.294,ok,0.03379,2858,7894,5036
TWF1,2,0.11487,0.2942,ok,0.03379,2859,7915,5056
SOS1,2,0.11846,0.2851,ok,0.03378,2860,7110,4250
TRAF1,2,0.11548,0.2924,ok,0.03376,2861,7748,4887
PXMP2,2,0.83272,0.0405,ok,0.03375,2862,563,-2299
SAMD4B,2,0.12339,0.2734,ok,0.03374,2863,6324,3461
SNX9,2,0.11608,0.2905,ok,0.03372,2864,7600,4736
NEUROD6,2,0.1175,0.2866,ok,0.03368,2865,7287,4422
SLC38A10,2,0.12272,0.2744,ok,0.03368,2866,6410,3544
KCNG3,2,0.11648,0.2888,ok,0.03364,2867,7513,4646
MBD6,2,0.11478,0.2931,ok,0.03364,2868,7945,5077
RBPMS,2,0.23461,0.1434,ok,0.03364,2869,2783,-86
TDRKH,2,0.12034,0.2795,ok,0.03363,2870,6747,3877
STEEP1,2,0.26475,0.127,ok,0.03362,2871,2457,-414
SIRT6,2,0.11403,0.2945,ok,0.03358,2872,8133,5261
HEXB,2,0.2103,0.1596,ok,0.03357,2873,3126,253
ZKSCAN7,2,0.11556,0.2904,ok,0.03356,2874,7726,4852
ARHGDIA,2,0.11807,0.284,ok,0.03354,2875,7184,4309
VAMP8,2,0.11825,0.2836,ok,0.03354,2876,7151,4275
ANGPT2,2,0.11722,0.2861,ok,0.03353,2877,7357,4480
KLHL21,2,0.11194,0.2994,ok,0.03352,2878,8677,5799
DPH2,2,0.18048,0.1856,ok,0.0335,2879,3698,819
CD2AP,2,0.11203,0.299,ok,0.03349,2880,8647,5767
DDHD2,2,0.11333,0.2955,ok,0.03349,2881,8310,5429
DHRS1,2,0.20986,0.1596,ok,0.03349,2882,3136,254
MRPS18B,2,0.20073,0.1668,ok,0.03348,2883,3297,414
ADSS2,2,0.47259,0.0708,ok,0.03347,2884,1338,-1546
FOSL2,2,0.12372,0.27,ok,0.03341,2885,6275,3390
ZHX1,2,0.11894,0.2809,ok,0.03341,2886,7005,4119
TLK1,2,0.2539,0.1316,ok,0.0334,2887,2557,-330
DUSP1,2,0.11332,0.2946,ok,0.03339,2888,8315,5427
NRBF2,2,0.11643,0.2868,ok,0.03339,2889,7522,4633
TMEM141,2,0.115,0.2903,ok,0.03339,2890,7886,4996
EIF3L,2,0.2349,0.142,ok,0.03335,2891,2777,-114
ERCC8,2,0.11523,0.2894,ok,0.03335,2892,7820,4928
ANKRD36C,2,0.11723,0.2844,ok,0.03334,2893,7356,4463
C9orf72,2,0.11806,0.2824,ok,0.03333,2894,7186,4292
SLC12A6,2,0.11705,0.2847,ok,0.03333,2895,7401,4506
VWCE,2,0.11002,0.3029,ok,0.03333,2896,9240,6344
PAXIP1,2,0.14586,0.2284,ok,0.03332,2897,4811,1914
NPEPL1,2,0.11742,0.2836,ok,0.0333,2898,7308,4410
RAB10,2,0.19111,0.1742,ok,0.03329,2899,3484,585
VAPB,2,0.11648,0.2856,ok,0.03327,2900,7514,4614
ZNF365,2,0.1165,0.2855,ok,0.03326,2901,7511,4610
PDHA1,2,0.19866,0.1674,ok,0.03325,2902,3335,433
TCAP,2,0.11445,0.2905,ok,0.03325,2903,8031,5128
RINT1,2,0.61226,0.0543,ok,0.03325,2904,955,-1949
SDF2L1,2,0.11597,0.2866,ok,0.03324,2905,7634,4729
AP3M1,2,0.11452,0.2901,ok,0.03322,2906,8013,5107
L3MBTL3,2,0.1223,0.2716,ok,0.03322,2907,6456,3549
POLG,2,0.12368,0.2686,ok,0.03322,2908,6282,3374
GPC2,2,0.11427,0.2906,ok,0.0332,2909,8073,5164
SNRPB,2,0.23603,0.1406,ok,0.0332,2910,2765,-145
BTK,2,0.23577,0.1408,ok,0.03319,2911,2770,-141
SOAT1,2,0.11065,0.2998,ok,0.03318,2912,9037,6125
AIMP1,2,0.12232,0.2712,ok,0.03317,2913,6455,3542
PPOX,2,0.11523,0.2878,ok,0.03317,2914,7821,4907
NEK11,2,0.11638,0.285,ok,0.03316,2915,7540,4625
DNAH1,2,0.11416,0.2903,ok,0.03314,2916,8101,5185
H3C13,2,0.11329,0.2925,ok,0.03314,2917,8326,5409
PCMTD1,2,0.11537,0.2872,ok,0.03313,2918,7787,4869
PGAM1,2,0.16599,0.1995,ok,0.03311,2919,4067,1148
MFF,2,0.11657,0.2839,ok,0.03309,2920,7493,4573
ZNF263,2,0.2333,0.1418,ok,0.03307,2921,2799,-122
GMFG,2,0.11527,0.2868,ok,0.03306,2922,7814,4892
MCAT,2,0.11373,0.2906,ok,0.03305,2923,8207,5284
ACTR1B,2,0.20805,0.1587,ok,0.03302,2924,3157,233
OSTM1,2,0.11711,0.2818,ok,0.033,2925,7384,4459
BNIP3L,2,0.11437,0.2882,ok,0.03297,2926,8049,5123
LRTOMT,2,0.11359,0.2901,ok,0.03295,2927,8242,5315
NPIPA1,2,0.11234,0.2933,ok,0.03295,2928,8565,5637
PAIP1,2,0.15912,0.2071,ok,0.03295,2929,4295,1366
LATS2,2,0.22049,0.1494,ok,0.03293,2930,2978,48
MORC2,2,0.12323,0.2672,ok,0.03293,2931,6337,3406
PRDM5,2,0.11505,0.286,ok,0.03291,2932,7871,4939
CLDND2,2,0.21101,0.1559,ok,0.0329,2933,3117,184
TMEM30B,2,0.1193,0.2757,ok,0.0329,2934,6942,4008
SOCS4,2,0.19941,0.1649,ok,0.03289,2935,3317,382
ARIH2,2,0.11429,0.2877,ok,0.03288,2936,8069,5133
ZNF589,2,0.116,0.2835,ok,0.03288,2937,7621,4684
C3,2,0.11653,0.282,ok,0.03287,2938,7500,4562
INTS12,2,0.13881,0.2368,ok,0.03287,2939,5132,2193
RASSF3,2,0.23691,0.1388,ok,0.03287,2940,2759,-181
COX14,2,0.27129,0.1211,ok,0.03286,2941,2389,-552
ZNF208,2,0.11465,0.2866,ok,0.03286,2942,7988,5046
TCP11L2,2,0.25216,0.1302,ok,0.03284,2943,2569,-374
PPIL3,2,0.11596,0.283,ok,0.03282,2944,7635,4691
ZNF780A,2,0.11773,0.2786,ok,0.0328,2945,7251,4306
CLDN20,2,0.17543,0.1869,ok,0.03278,2946,3804,858
CREBZF,2,0.11453,0.2862,ok,0.03278,2947,8011,5064
RABGAP1L,2,0.22407,0.1463,ok,0.03278,2948,2930,-18
ASPM,2,0.11893,0.2754,ok,0.03275,2949,7006,4057
MRPL10,2,0.1908,0.1716,ok,0.03274,2950,3492,542
PCYOX1,2,0.11272,0.2903,ok,0.03273,2951,8472,5521
MANEA,2,0.19035,0.1718,ok,0.03271,2952,3499,547
MRPS9,2,0.17193,0.1901,ok,0.03269,2953,3899,946
TSPYL2,2,0.11394,0.2865,ok,0.03264,2954,8156,5202
GREM2,2,0.11298,0.2888,ok,0.03263,2955,8411,5456
FAM98B,2,0.17233,0.189,ok,0.03257,2956,3888,932
AKR7A3,2,0.11257,0.2892,ok,0.03256,2957,8503,5546
ADH5,2,0.19226,0.1693,ok,0.03255,2958,3462,504
FABP2,2,0.11708,0.278,ok,0.03255,2959,7393,4434
IFI35,2,0.11536,0.2821,ok,0.03254,2960,7792,4832
ILVBL,2,0.12278,0.2648,ok,0.03252,2961,6400,3439
EDEM3,2,0.21778,0.1492,ok,0.0325,2962,3020,58
PAN3,2,0.10938,0.2971,ok,0.0325,2963,9446,6483
IRS2,2,0.11465,0.2834,ok,0.03249,2964,7986,5022
RC3H1,2,0.12439,0.2608,ok,0.03245,2965,6208,3243
SLC16A6,2,0.11855,0.2737,ok,0.03245,2966,7086,4120
USP9Y,2,0.43613,0.0744,ok,0.03244,2967,1467,-1500
C9orf40,2,0.22522,0.144,ok,0.03243,2968,2911,-57
FANCM,2,0.20205,0.1605,ok,0.03243,2969,3267,298
SRI,2,0.24842,0.1306,ok,0.03243,2970,2609,-361
DMTN,2,0.11116,0.2917,ok,0.03242,2971,8894,5923
GRK4,2,0.26255,0.1234,ok,0.0324,2972,2483,-489
ZNRF3,2,0.19557,0.1657,ok,0.0324,2973,3391,418
ZNF229,2,0.11599,0.2793,ok,0.03239,2974,7625,4651
PUF60,2,0.52313,0.0619,ok,0.03237,2975,1178,-1797
S100A6,2,0.1814,0.1784,ok,0.03237,2976,3675,699
NCOR2,2,0.11502,0.2814,ok,0.03236,2977,7879,4902
APBA2,2,0.11788,0.2745,ok,0.03235,2978,7224,4246
WNT1,2,0.11604,0.2788,ok,0.03235,2979,7609,4630
AKAP13,2,0.11838,0.2732,ok,0.03234,2980,7124,4144
EFNA1,2,0.11721,0.2759,ok,0.03234,2981,7358,4377
ABL2,2,0.11122,0.2906,ok,0.03231,2982,8880,5898
MIF4GD,2,0.11845,0.2728,ok,0.03231,2983,7112,4129
SMARCA4,2,0.24959,0.1294,ok,0.0323,2984,2588,-396
CAMK2D,2,0.1148,0.2812,ok,0.03228,2985,7934,4949
COQ8B,2,0.11069,0.2916,ok,0.03228,2986,9023,6037
APOA4,2,0.21945,0.147,ok,0.03226,2987,2990,3
NIPA1,2,0.11442,0.2817,ok,0.03224,2988,8039,5051
SIK3,2,0.1786,0.1805,ok,0.03224,2989,3739,750
ZNF853,2,0.12368,0.2606,ok,0.03224,2990,6283,3293
MRPS17,2,0.13593,0.2371,ok,0.03223,2991,5306,2315
RAB28,2,0.11854,0.2719,ok,0.03223,2992,7092,4100
TTC12,2,0.19822,0.1626,ok,0.03222,2993,3346,353
MINDY2,2,0.11531,0.2792,ok,0.0322,2994,7806,4812
ARL8A,2,0.11574,0.2777,ok,0.03214,2995,7683,4688
ALDH18A1,2,0.15553,0.2066,ok,0.03213,2996,4424,1428
PIGH,2,0.22114,0.1453,ok,0.03213,2997,2969,-28
RBM4B,2,0.11651,0.2758,ok,0.03213,2998,7505,4507
UBE3A,2,0.11747,0.2732,ok,0.03209,2999,7295,4296
GLI2,2,0.11589,0.2768,ok,0.03208,3000,7651,4651
POGLUT1,2,0.11598,0.2766,ok,0.03208,3001,7626,4625
CELF1,2,0.11622,0.2758,ok,0.03205,3002,7571,4569
SLC5A3,2,0.27121,0.1182,ok,0.03205,3003,2391,-612
ALX4,2,0.11753,0.2726,ok,0.03203,3004,7282,4278
ATOX1,2,0.11641,0.2749,ok,0.032,3005,7530,4525
PROCR,2,0.11301,0.2831,ok,0.032,3006,8403,5397
SUMO2,2,0.11566,0.2767,ok,0.032,3007,7704,4697
FAM50B,2,0.12072,0.2649,ok,0.03199,3008,6697,3689
OXR1,2,0.11622,0.2752,ok,0.03199,3009,7572,4563
PTPMT1,2,0.22784,0.1403,ok,0.03197,3010,2877,-133
DUSP2,2,0.11765,0.2714,ok,0.03193,3011,7261,4250
NPIPA8,2,0.11477,0.2781,ok,0.03192,3012,7949,4937
MAP3K13,2,0.19358,0.1649,ok,0.03191,3013,3430,417
MGAT4A,2,0.11742,0.2717,ok,0.03191,3014,7306,4292
NPM3,2,0.11393,0.2801,ok,0.03191,3015,8158,5143
DPYD,2,0.11268,0.2829,ok,0.03187,3016,8478,5462
FAXDC2,2,0.1162,0.2742,ok,0.03187,3017,7576,4559
KIF3C,2,0.11234,0.2837,ok,0.03187,3018,8564,5546
PPP1R35,2,0.24651,0.1292,ok,0.03185,3019,2630,-389
RAD23B,2,0.22663,0.1405,ok,0.03184,3020,2894,-126
ZNF792,2,0.11834,0.269,ok,0.03183,3021,7133,4112
RER1,2,0.44754,0.0711,ok,0.03182,3022,1419,-1603
TPP2,2,0.24268,0.1311,ok,0.03182,3023,2674,-349
LETMD1,2,0.112,0.284,ok,0.03181,3024,8655,5631
FOXD4,2,0.11444,0.2779,ok,0.0318,3025,8032,5007
ISM1,2,0.11381,0.2793,ok,0.03179,3026,8182,5156
ZNF772,2,0.11971,0.2656,ok,0.03179,3027,6857,3830
ENDOV,2,0.11929,0.2664,ok,0.03178,3028,6945,3917
FCMR,2,0.22508,0.1411,ok,0.03176,3029,2915,-114
TP53INP1,2,0.11371,0.2793,ok,0.03176,3030,8213,5183
CHCHD5,2,0.11547,0.2748,ok,0.03173,3031,7751,4720
PRH1,2,0.11374,0.279,ok,0.03173,3032,8203,5171
ZNF251,2,0.11374,0.2786,ok,0.03169,3033,8205,5172
FAHD1,2,0.11724,0.2702,ok,0.03168,3034,7352,4318
OST4,2,0.11794,0.2686,ok,0.03168,3035,7217,4182
OTUB1,2,0.12341,0.2566,ok,0.03167,3036,6320,3284
SESN3,2,0.11195,0.2829,ok,0.03167,3037,8674,5637
ZFP28,2,0.11521,0.2749,ok,0.03166,3038,7824,4786
DNAJB12,2,0.1149,0.2755,ok,0.03165,3039,7909,4870
PPM1L,2,0.25285,0.1252,ok,0.03165,3040,2565,-475
ZNF611,2,0.11339,0.2791,ok,0.03165,3041,8291,5250
ENPP2,2,0.11738,0.2693,ok,0.03161,3042,7315,4273
MRPS34,2,0.31167,0.1014,ok,0.03161,3043,2090,-953
NPAS1,2,0.2184,0.1447,ok,0.03161,3044,3011,-33
ZNF479,2,0.12439,0.2541,ok,0.03161,3045,6209,3164
N6AMT1,2,0.17343,0.1822,ok,0.0316,3046,3865,819
PKNOX1,2,0.12987,0.2433,ok,0.03159,3047,5684,2637
PPP2R5A,2,0.11213,0.2816,ok,0.03158,3048,8616,5568
SEC14L5,2,0.12106,0.2608,ok,0.03157,3049,6639,3590
PAGR1,2,0.12933,0.2441,ok,0.03156,3050,5732,2682
IDH2,2,0.11626,0.2714,ok,0.03155,3051,7565,4514
LAMP1,2,0.12138,0.26,ok,0.03155,3052,6587,3535
MKS1,2,0.11597,0.2721,ok,0.03155,3053,7631,4578
POLR3G,2,0.11675,0.2702,ok,0.03155,3054,7462,4408
SIAE,2,0.1152,0.2737,ok,0.03154,3055,7826,4771
PF4V1,2,0.11355,0.2777,ok,0.03153,3056,8255,5199
MRPL53,2,0.23708,0.1329,ok,0.03152,3057,2755,-302
UBXN1,2,0.19265,0.1636,ok,0.03152,3058,3453,395
SHLD2,2,0.2286,0.1379,ok,0.03151,3059,2864,-195
SLC25A14,2,0.11966,0.2633,ok,0.03151,3060,6865,3805
GGCT,2,0.25723,0.1225,ok,0.0315,3061,2530,-531
RCC1L,2,0.11595,0.2715,ok,0.03148,3062,7639,4577
GSPT2,2,0.10915,0.2883,ok,0.03147,3063,9511,6448
VAMP7,2,0.12011,0.2616,ok,0.03142,3064,6786,3722
DEFA6,2,0.12135,0.2587,ok,0.03139,3065,6593,3528
ZMAT3,2,0.11711,0.2679,ok,0.03137,3066,7386,4320
NIT2,2,0.19184,0.1634,ok,0.03135,3067,3472,405
SLC10A7,2,0.22494,0.1393,ok,0.03135,3068,2917,-151
CD59,2,0.26785,0.1169,ok,0.0313,3069,2424,-645
CYRIB,2,0.11545,0.2711,ok,0.0313,3070,7756,4686
SLC22A15,2,0.12206,0.2563,ok,0.03128,3071,6490,3419
PORCN,2,0.39567,0.079,ok,0.03124,3072,1630,-1442
RLIM,2,0.11619,0.2687,ok,0.03122,3073,7578,4505
TAS2R14,2,0.11579,0.2695,ok,0.03121,3074,7671,4597
C12orf76,2,0.11403,0.2736,ok,0.0312,3075,8131,5056
RABEP2,2,0.11294,0.2762,ok,0.0312,3076,8419,5343
FAM110C,2,0.11462,0.2721,ok,0.03119,3077,7996,4919
NCAPH2,2,0.23288,0.1338,ok,0.03117,3078,2803,-275
PLCB3,2,0.1153,0.2703,ok,0.03117,3079,7809,4730
RNF111,2,0.17411,0.179,ok,0.03116,3080,3848,768
SLC8B1,2,0.11472,0.2714,ok,0.03114,3081,7966,4885
TENM1,2,0.20254,0.1538,ok,0.03114,3082,3259,177
ZBED5,2,0.1844,0.1689,ok,0.03114,3083,3620,537
EXPH5,2,0.11161,0.2787,ok,0.03111,3084,8763,5679
GPR34,2,0.1124,0.2768,ok,0.03111,3085,8545,5460
VHL,2,0.16974,0.1832,ok,0.0311,3086,3966,880
TATDN1,2,0.11157,0.2787,ok,0.03109,3087,8776,5689
HEATR5A,2,0.11634,0.2671,ok,0.03107,3088,7551,4463
MAN2C1,2,0.11217,0.2769,ok,0.03106,3089,8609,5520
RAP2C,2,0.11121,0.2793,ok,0.03106,3090,8883,5793
DR1,2,0.12526,0.2479,ok,0.03105,3091,6117,3026
TAPBPL,2,0.11773,0.2636,ok,0.03104,3092,7250,4158
TMEM234,2,0.37584,0.0826,ok,0.03103,3093,1726,-1367
SLC26A6,2,0.11641,0.2664,ok,0.03101,3094,7536,4442
TRMT10C,2,0.15507,0.1999,ok,0.031,3095,4444,1349
SALL4,2,0.11116,0.2788,ok,0.03099,3096,8895,5799
PEAK3,2,0.11649,0.2659,ok,0.03098,3097,7512,4415
TM6SF1,2,0.11379,0.2722,ok,0.03097,3098,8186,5088
STOML2,2,0.21338,0.145,ok,0.03095,3099,3089,-10
BHLHE41,2,0.11187,0.2762,ok,0.0309,3100,8687,5587
OTULIN,2,0.10901,0.2834,ok,0.03089,3101,9569,6468
WDR48,2,0.15349,0.2013,ok,0.03089,3102,4496,1394
PPARG,2,0.11333,0.2725,ok,0.03088,3103,8312,5209
NEUROD2,2,0.11396,0.2706,ok,0.03084,3104,8150,5046
CCR8,2,0.19509,0.158,ok,0.03083,3105,3400,295
CNKSR2,2,0.1156,0.2667,ok,0.03083,3106,7716,4610
MFSD9,2,0.11055,0.2789,ok,0.03083,3107,9074,5967
SNX20,2,0.11504,0.268,ok,0.03083,3108,7875,4767
EDN1,2,0.11442,0.2694,ok,0.03082,3109,8038,4929
MTFR2,2,0.2956,0.1042,ok,0.03081,3110,2189,-921
COQ4,2,0.18237,0.1689,ok,0.0308,3111,3661,550
SLC44A3,2,0.33859,0.091,ok,0.0308,3112,1927,-1185
PRDM1,2,0.12049,0.2555,ok,0.03079,3113,6721,3608
B3GALT4,2,0.11339,0.2714,ok,0.03077,3114,8289,5175
MRC2,2,0.13773,0.2233,ok,0.03075,3115,5194,2079
KLC2,2,0.11184,0.2748,ok,0.03074,3116,8700,5584
ZNF823,2,0.11512,0.267,ok,0.03074,3117,7856,4739
DRC3,2,0.11578,0.2655,ok,0.03073,3118,7673,4555
ZNF283,2,0.11759,0.2613,ok,0.03073,3119,7273,4154
TAX1BP3,2,0.11431,0.2685,ok,0.03069,3120,8067,4947
UBA6,2,0.1094,0.2802,ok,0.03066,3121,9436,6315
PSMG2,2,0.35544,0.0862,ok,0.03065,3122,1818,-1304
CHIC2,2,0.11692,0.2621,ok,0.03064,3123,7421,4298
TEAD1,2,0.19925,0.1537,ok,0.03063,3124,3324,200
ADCK1,2,0.11132,0.2751,ok,0.03062,3125,8847,5722
BRMS1,2,0.12647,0.2418,ok,0.03059,3126,5987,2861
NIPAL4,2,0.11773,0.2598,ok,0.03059,3127,7248,4121
MTRF1,2,0.10904,0.2805,ok,0.03058,3128,9553,6425
KLHDC1,2,0.11347,0.2694,ok,0.03057,3129,8274,5145
RASGEF1B,2,0.22187,0.1378,ok,0.03057,3130,2959,-171
CBX4,2,0.19292,0.1584,ok,0.03055,3131,3448,317
ACSF2,2,0.11747,0.2599,ok,0.03053,3132,7291,4159
LGALS8,2,0.11229,0.2718,ok,0.03052,3133,8577,5444
TNRC6A,2,0.12955,0.2356,ok,0.03052,3134,5714,2580
MALT1,2,0.21422,0.1424,ok,0.0305,3135,3077,-58
PAFAH1B2,2,0.11825,0.2579,ok,0.0305,3136,7150,4014
ZSCAN20,2,0.20306,0.1501,ok,0.03049,3137,3249,112
OXLD1,2,0.11371,0.268,ok,0.03048,3138,8212,5074
LRATD2,2,0.30136,0.1011,ok,0.03047,3139,2151,-988
STAT5A,2,0.11717,0.26,ok,0.03046,3140,7370,4230
ZNF79,2,0.11533,0.264,ok,0.03044,3141,7802,4661
CSKMT,2,0.18826,0.1616,ok,0.03042,3142,3545,403
HOXC10,2,0.17907,0.1698,ok,0.03042,3143,3727,584
